Entry,Status,Protein names,Interacts with,Organism,Mass,EC number
O14672,reviewed,Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (CDw156) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c),P00519; P05067; P56817; P60033; P21926; P06241; Q13588; O75791; P62993; P08631; P06239; Q9BY11; Q9UNF0; Q9UKS6; Q99961; Q96RF0; P12931; O95859; Q8NG11; O95858; Q86UF1; P62079; P07947; P60033; O95859,Homo sapiens (Human),"84,142",3.4.24.81
P78536,reviewed,Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (Snake venom-like protease) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b),Q12959; P05556; Q13257; Q80WQ6,Homo sapiens (Human),"93,021",3.4.24.86
Q9UKQ2,reviewed,"Disintegrin and metalloproteinase domain-containing protein 28 (ADAM 28) (EC 3.4.24.-) (Epididymal metalloproteinase-like, disintegrin-like, and cysteine-rich protein II) (eMDC II) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein L) (MDC-L)",P00749,Homo sapiens (Human),"87,148",3.4.24.-
Q9BZ11,reviewed,Disintegrin and metalloproteinase domain-containing protein 33 (ADAM 33) (EC 3.4.24.-),Q9BXN2; Q9BRI3,Homo sapiens (Human),"87,739",3.4.24.-
O75173,reviewed,A disintegrin and metalloproteinase with thrombospondin motifs 4 (ADAM-TS 4) (ADAM-TS4) (ADAMTS-4) (EC 3.4.24.82) (ADMP-1) (Aggrecanase-1),,Homo sapiens (Human),"90,197",3.4.24.82
Q9UNA0,reviewed,A disintegrin and metalloproteinase with thrombospondin motifs 5 (ADAM-TS 5) (ADAM-TS5) (ADAMTS-5) (EC 3.4.24.-) (A disintegrin and metalloproteinase with thrombospondin motifs 11) (ADAM-TS 11) (ADAMTS-11) (ADMP-2) (Aggrecanase-2),P13608,Homo sapiens (Human),"101,718",3.4.24.-
Q08828,reviewed,Adenylate cyclase type 1 (EC 4.6.1.1) (ATP pyrophosphate-lyase 1) (Adenylate cyclase type I) (Adenylyl cyclase 1) (Ca(2+)/calmodulin-activated adenylyl cyclase),,Homo sapiens (Human),"123,440",4.6.1.1
Q96PN6,reviewed,Adenylate cyclase type 10 (EC 4.6.1.1) (AH-related protein) (Adenylate cyclase homolog) (Germ cell soluble adenylyl cyclase) (hsAC) (sAC) (Testicular soluble adenylyl cyclase),,Homo sapiens (Human),"187,149",4.6.1.1
Q08462,reviewed,Adenylate cyclase type 2 (EC 4.6.1.1) (ATP pyrophosphate-lyase 2) (Adenylate cyclase type II) (Adenylyl cyclase 2),,Homo sapiens (Human),"123,603",4.6.1.1
Q8NFM4,reviewed,Adenylate cyclase type 4 (EC 4.6.1.1) (ATP pyrophosphate-lyase 4) (Adenylate cyclase type IV) (Adenylyl cyclase 4),Q9BV19; P62508-3; P37231; Q9BYV2; Q5W5X9-3,Homo sapiens (Human),"119,794",4.6.1.1
O95622,reviewed,Adenylate cyclase type 5 (EC 4.6.1.1) (ATP pyrophosphate-lyase 5) (Adenylate cyclase type V) (Adenylyl cyclase 5) (AC5),,Homo sapiens (Human),"138,908",4.6.1.1
O43306,reviewed,Adenylate cyclase type 6 (EC 4.6.1.1) (ATP pyrophosphate-lyase 6) (Adenylate cyclase type VI) (Adenylyl cyclase 6) (Ca(2+)-inhibitable adenylyl cyclase),,Homo sapiens (Human),"130,615",4.6.1.1
P51828,reviewed,Adenylate cyclase type 7 (EC 4.6.1.1) (ATP pyrophosphate-lyase 7) (Adenylate cyclase type VII) (Adenylyl cyclase 7),,Homo sapiens (Human),"120,308",4.6.1.1
O60503,reviewed,Adenylate cyclase type 9 (EC 4.6.1.1) (ATP pyrophosphate-lyase 9) (Adenylate cyclase type IX) (ACIX) (Adenylyl cyclase 9) (AC9),,Homo sapiens (Human),"150,701",4.6.1.1
P18509,reviewed,Pituitary adenylate cyclase-activating polypeptide (PACAP) [Cleaved into: PACAP-related peptide (PRP-48); Pituitary adenylate cyclase-activating polypeptide 27 (PACAP-27) (PACAP27); Pituitary adenylate cyclase-activating polypeptide 38 (PACAP-38) (PACAP38)],P41586-3; P05067; P10909,Homo sapiens (Human),"18,835",
P41586,reviewed,Pituitary adenylate cyclase-activating polypeptide type I receptor (PACAP type I receptor) (PACAP-R-1) (PACAP-R1),P05067; Q96MV8; P18509,Homo sapiens (Human),"53,314",
P07327,reviewed,Alcohol dehydrogenase 1A (EC 1.1.1.1) (Alcohol dehydrogenase subunit alpha),,Homo sapiens (Human),"39,859",1.1.1.1
P00325,reviewed,All-trans-retinol dehydrogenase [NAD(+)] ADH1B (EC 1.1.1.105) (Alcohol dehydrogenase 1B) (Alcohol dehydrogenase subunit beta),,Homo sapiens (Human),"39,835",1.1.1.105
P00326,reviewed,Alcohol dehydrogenase 1C (EC 1.1.1.1) (Alcohol dehydrogenase subunit gamma),,Homo sapiens (Human),"39,868",1.1.1.1
P08319,reviewed,All-trans-retinol dehydrogenase [NAD(+)] ADH4 (EC 1.1.1.105) (Alcohol dehydrogenase 4) (Alcohol dehydrogenase class II pi chain),Q86WT6-2,Homo sapiens (Human),"40,222",1.1.1.105
P11766,reviewed,Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase 5) (Alcohol dehydrogenase class chi chain) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284),,Homo sapiens (Human),"39,724",1.1.1.1; 1.1.1.-; 1.1.1.284
P28332,reviewed,Alcohol dehydrogenase 6 (EC 1.1.1.1),,Homo sapiens (Human),"39,073",1.1.1.1
P40394,reviewed,All-trans-retinol dehydrogenase [NAD(+)] ADH7 (EC 1.1.1.105) (Alcohol dehydrogenase class 4 mu/sigma chain) (EC 1.1.1.1) (Alcohol dehydrogenase class IV mu/sigma chain) (Gastric alcohol dehydrogenase) (Omega-hydroxydecanoate dehydrogenase ADH7) (EC 1.1.1.66) (Retinol dehydrogenase),,Homo sapiens (Human),"41,481",1.1.1.105; 1.1.1.1; 1.1.1.66
Q15848,reviewed,"Adiponectin (30 kDa adipocyte complement-related protein) (Adipocyte complement-related 30 kDa protein) (ACRP30) (Adipocyte, C1q and collagen domain-containing protein) (Adipose most abundant gene transcript 1 protein) (apM-1) (Gelatin-binding protein)",Q86WK6; Q13520; P07307-3; Q9BXK5; Q13323; O60238; Q8WZ55; Q6UXG8-3; P49069; Q8WV48; Q8TD46-4; P11912; O95484; Q8IUN9; Q9UHP7-3; P34972; O75208; Q7Z7G2; Q96BA8; Q9BQA9; P30040; Q5JX71; P49327; P12314; Q9Y680; Q8TBE3; Q8TDT2; O15529; Q8NBQ5; P42858; P38484; Q8N6L0; O95279; P23276; Q9GZY8-5; Q5SR56; Q6ZSS7; Q6IN84; Q96HJ5; P15941-11; O14524-2; O00623; Q8NFJ6; P15151; Q9NY72; O43765; Q96EQ0; Q96PQ1; A1A5C7-2; Q9NQQ7-3; Q7Z769; Q96A49; Q8N205-2; Q7Z7N9; Q96Q45-2; Q53FP2; O15393-2; O43557; Q9UPQ4-2,Homo sapiens (Human),"26,414",
Q96A54,reviewed,Adiponectin receptor protein 1 (Progestin and adipoQ receptor family member 1) (Progestin and adipoQ receptor family member I),Itself; Q9UKG1; Q0VAB0; O00206,Homo sapiens (Human),"42,616",
Q86V24,reviewed,Adiponectin receptor protein 2 (Progestin and adipoQ receptor family member 2) (Progestin and adipoQ receptor family member II),P55061,Homo sapiens (Human),"43,884",
P55263,reviewed,Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase),,Homo sapiens (Human),"40,545",2.7.1.20
P35318,reviewed,Pro-adrenomedullin [Cleaved into: Adrenomedullin (AM); Proadrenomedullin N-20 terminal peptide (ProAM N-terminal 20 peptide) (PAMP) (ProAM-N20)],,Homo sapiens (Human),"20,420",
Q9H2P0,reviewed,Activity-dependent neuroprotector homeobox protein (Activity-dependent neuroprotective protein),P83916; Q13185; P45973; O00629,Homo sapiens (Human),"123,563",
Q6IQ32,reviewed,Activity-dependent neuroprotector homeobox protein 2 (ADNP homeobox protein 2) (Zinc finger protein 508),P83916; Q13185,Homo sapiens (Human),"122,833",
P30542,reviewed,Adenosine receptor A1,P29274; P08588; P07550; P16473,Homo sapiens (Human),"36,512",
P29274,reviewed,Adenosine receptor A2a,P30542; Itself; P29275; O15155; P21554; Q99418; O15354; Q7Z6G3; O43759-2; Q13107; Q5T9L3-1; P31424-1,Homo sapiens (Human),"44,707",
P29275,reviewed,Adenosine receptor A2b,P29274,Homo sapiens (Human),"36,333",
P0DMS8,reviewed,Adenosine receptor A3,,Homo sapiens (Human),"36,185",
P35348,reviewed,Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (Alpha-1C adrenergic receptor) (Alpha-adrenergic receptor 1c),Q96HD1,Homo sapiens (Human),"51,487",
P35368,reviewed,Alpha-1B adrenergic receptor (Alpha-1B adrenoreceptor) (Alpha-1B adrenoceptor),,Homo sapiens (Human),"56,836",
P25100,reviewed,Alpha-1D adrenergic receptor (Alpha-1A adrenergic receptor) (Alpha-1D adrenoreceptor) (Alpha-1D adrenoceptor) (Alpha-adrenergic receptor 1a),Itself; Q14160; Q13424; Q13425; Q61234; Q99L88; Q925E0,Homo sapiens (Human),"60,463",
P08913,reviewed,Alpha-2A adrenergic receptor (Alpha-2 adrenergic receptor subtype C10) (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR),,Homo sapiens (Human),"50,647",
P18089,reviewed,Alpha-2B adrenergic receptor (Alpha-2 adrenergic receptor subtype C2) (Alpha-2B adrenoreceptor) (Alpha-2B adrenoceptor) (Alpha-2BAR),Q9ULW5,Homo sapiens (Human),"49,954",
P18825,reviewed,Alpha-2C adrenergic receptor (Alpha-2 adrenergic receptor subtype C4) (Alpha-2C adrenoreceptor) (Alpha-2C adrenoceptor) (Alpha-2CAR),Q8N4L8; Q9Y6H1; Q9Y2B0; O14964; Q2WGJ6; O76011; Q99750; O14770-4; Q13064; Q7Z4N8; Q9NZC7-5,Homo sapiens (Human),"49,522",
P08588,reviewed,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor),P30542; Q86UL8; Q5TCQ9; P31016; P14270,Homo sapiens (Human),"51,323",
P07550,reviewed,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor),P30542; Itself; P32121; Q96B67; Q9UII2; Q9ULD4-2; Q9NSI6-4; Q5M9N0-2; A0AVK6; Q658K8; O00472; Q15910-2; Q15486; P61978; Q5TCQ9; Q99685; Q9NR21-5; Q8WVD3; Q9H0X6; O14745; Q13573; P12931; Q5T0J7-2; Q8N0U2,Homo sapiens (Human),"46,459",
P13945,reviewed,Beta-3 adrenergic receptor (Beta-3 adrenoreceptor) (Beta-3 adrenoceptor),,Homo sapiens (Human),"43,519",
Q8IUX7,reviewed,Adipocyte enhancer-binding protein 1 (AE-binding protein 1) (Aortic carboxypeptidase-like protein),,Homo sapiens (Human),"130,929",
Q6ZN18,reviewed,Zinc finger protein AEBP2 (Adipocyte enhancer-binding protein 2) (AE-binding protein 2),Q6NT76; P60410; O95751; Q99750; Q9NRD5; Q9H2G4; Q9H9D4,Homo sapiens (Human),"54,467",
P51825,reviewed,AF4/FMR2 family member 1 (ALL1-fused gene from chromosome 4 protein) (Protein AF-4) (Protein FEL) (Proto-oncogene AF4),P46108; P42568; P04608; P53367,Homo sapiens (Human),"131,422",
P51816,reviewed,AF4/FMR2 family member 2 (Fragile X E mental retardation syndrome protein) (Fragile X mental retardation 2 protein) (FMR2P) (Protein FMR-2) (Protein Ox19),O00629,Homo sapiens (Human),"144,771",
P51826,reviewed,AF4/FMR2 family member 3 (Lymphoid nuclear protein related to AF4) (Protein LAF-4),,Homo sapiens (Human),"133,503",
Q9UHB7,reviewed,AF4/FMR2 family member 4 (ALL1-fused gene from chromosome 5q31 protein) (Protein AF-5q31) (Major CDK9 elongation factor-associated protein),P63010; O60563; Q08379; Q03111; P42568; Q5JR59; Q8IUQ4; Q12933; P04608; P63010; Q08379; Q5JR59; Q8IUQ4; Q12933,Homo sapiens (Human),"127,459",
Q9Y4W6,reviewed,AFG3-like protein 2 (EC 3.4.24.-) (Paraplegin-like protein),P42858,Homo sapiens (Human),"88,584",3.4.24.-
Q15109,reviewed,Advanced glycosylation end product-specific receptor (Receptor for advanced glycosylation end products),Itself; P05067; P23560-2; Q8WU43; Q96FZ5; O43889-2; O60610; P00533; P62993; P09429; Q8IW41; Q8N108-16; P16333; Q05513; P61586; P80511; P04271; P25815; P58753; Q5BVD1; P02766; Q01279,Homo sapiens (Human),"42,803",
Q9UKV8,reviewed,Protein argonaute-2 (Argonaute2) (hAgo2) (EC 3.1.26.n2) (Argonaute RISC catalytic component 2) (Eukaryotic translation initiation factor 2C 2) (eIF-2C 2) (eIF2C 2) (PAZ Piwi domain protein) (PPD) (Protein slicer),Q9UL18; Q9UIV1; P26196; Q96C10; Q9UPY3; Q9UPY3-1; G5E9A7; P00533; Q13541; P22607; Q02790; Q9BVP2; O15397; Q9UGP4; Q5S007; Q86UE4; Q6IQ23; O75569; P04156; Q15185; P63244; P06400; Q7Z699; Q15633; Q9UHD2; A7MCY6; Q8NDV7; Q9UPQ9; Q9UPQ9-2; Q9HCJ0; Q9HA38,Homo sapiens (Human),"97,208",3.1.26.n2
O00468,reviewed,Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)],O15265; Q8N9W6-4; Q9Y5V3; Q96N21,Homo sapiens (Human),"217,320",
P01019,reviewed,Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I) (Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II) (Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III) (Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV) (Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4],Q8TAB7; Q9UI10; O00746; C9J082; O14744; Q8TAS3; P00797; Q8IYM2; Q9UMY4; O43493-5; Q8NFB2; Q8N0U8; P25095; Q10714; Q9BYF1; Q9BYF1; P30556; P50052,Homo sapiens (Human),"52,070",
P30556,reviewed,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1),P01019; P35414; P05026; Q6ZMG9; O75937; P54368,Homo sapiens (Human),"41,061",
P50052,reviewed,Type-2 angiotensin II receptor (Angiotensin II type-2 receptor) (AT2),P01019; P35625,Homo sapiens (Human),"41,184",
Q6RW13,reviewed,Type-1 angiotensin II receptor-associated protein (AT1 receptor-associated protein),Q96CM8; P54886; Q9Y2T2; Q96II5; P53365; Q96DR5; P04632; O95971; Q8NI60; Q9UGL9; Q9BW61; Q8NHQ9; Q5VYK3; Q8IWE2; O95363; Q14CZ7; Q969F0; Q8N612; P60520; Q8IVA8; Q99259; Q05329; P39905; Q12789; Q99525; P49590; P09429; Q8IWL3; P34932; Q9H1K1; P25791; Q8TBB1; Q96PE7; Q9NQG6; Q96C03; Q6IN84; Q96E29; Q9UIF7-3; Q9HB07; Q9ULP0; Q9UMS0; P25208; Q16617; Q5JS98; Q96AL5; Q9UKL6; O00330; Q9BSJ6; Q9UKF7; P43378; Q6IQ43; Q96LZ7; Q9HC62; Q13596; Q9NZD8; Q99909; O60225; Q7L1H2; E5KS60; Q17RD7; Q969Z0; Q96MN5; Q00059; Q96J77; P68363; Q99757; Q9BQ24; Itself; Q68DC2; Q9Y2T2; P06727; Q13520; P53365; P56381; Q9BXK5; Q96DR5; Q6NSX1; P11912; P09093; Q8NI60; Q7Z7G2; P00387; Q9BQA9; Q9NR28; Q96KC8; Q5VYK3; Q9Y282; Q6IPR1; Q5JX71; O95363; Q969F0; O15552; A0A0S2Z3E9; Q8TBE3; A0A0S2Z4D9; Q99259; Q05329; Q8TDT2; Q8TED1; P32780; P31937; C9JCN9; Q7Z5P4; Q9UBD0; P16871; O95279; P43628; Q8N743; Q8TBB1; Q9HCJ2; Q96AG4; Q96PE7; O14880; Q9NQG6; Q96C03-3; Q15546; Q6IN84; Q9Y3B7; Q96E11; Q96E29; Q9HB07; Q9ULP0-2; Q9BU61; Q16617; Q96AL5; P49585; Q9BSJ6; Q9UKF7-2; Q9NVS9; Q9Y2S7; P30405; Q99633; P43378; Q15771; Q8N0V3; Q86VR2; Q96LZ7; A8MRB1; P57086; Q9HC62; Q9Y371; P54219-3; Q8TBB6; Q9H0W8; Q9NZD8; O60225-2; P49675; Q96DR4; Q9H169-2; Q16623; Q9P2R7; Q17RD7; Q969Z0; Q15560; Q00059; Q8WY91; Q8IV31; Q6ZT21; P49638; Q99757; Q7KZS0; Q9Y2Z4,Homo sapiens (Human),"17,419",
P21549,reviewed,Alanine--glyoxylate aminotransferase (AGT) (EC 2.6.1.44) (Serine--pyruvate aminotransferase) (SPT) (EC 2.6.1.51),Itself; P0C7T5; Q9NR55; Q9H5F2; Q5BKX5-3; Q9UKJ5; A8MQ03; O43281-2; A1KXE4-2; Q5TD97; P49356; P53539; P49639; Q15323; O76011; O76014; Q6A162; Q07627; P60328; Q9BYR8; Q8IUC2; Q9BYQ4; O60711; Q99750; Q5VZ52; P0DPK4; O43482; P50542-1; O15496; Q6ZR37; Q9NQX0; Q8HWS3; Q5W111-2; Q8WVR3; Q6DKK2,Homo sapiens (Human),"43,010",2.6.1.44; 2.6.1.51
Q9BYV1,reviewed,"Alanine--glyoxylate aminotransferase 2, mitochondrial (AGT 2) (EC 2.6.1.44) ((R)-3-amino-2-methylpropionate--pyruvate transaminase) (EC 2.6.1.40) (Beta-ALAAT II) (Beta-alanine-pyruvate aminotransferase) (D-AIBAT)",,Homo sapiens (Human),"57,156",2.6.1.44; 2.6.1.40
P23526,reviewed,Adenosylhomocysteinase (AdoHcyase) (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase),Q6AI12; Q92624; Q9BV19,Homo sapiens (Human),"47,716",3.3.1.1
P35869,reviewed,Aryl hydrocarbon receptor (Ah receptor) (AhR) (Class E basic helix-loop-helix protein 76) (bHLHe76),P27540; Q8NI08; Q9Y618; P12977,Homo sapiens (Human),"96,147",
A9YTQ3,reviewed,Aryl hydrocarbon receptor repressor (AhR repressor) (AhRR) (Class E basic helix-loop-helix protein 77) (bHLHe77),,Homo sapiens (Human),"76,265",
Q9NZD4,reviewed,Alpha-hemoglobin-stabilizing protein (Erythroid differentiation-related factor) (Erythroid-associated factor),Q8IUQ0; P62942; P69905; P20618; Q05086-2; Q9Y2B5; Q5D1E8; P17024,Homo sapiens (Human),"11,840",
O00170,reviewed,AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2) (XAP-2) (Immunophilin homolog ARA9),P00533; P08238; Q92985; O00408,Homo sapiens (Human),"37,664",
O43918,reviewed,Autoimmune regulator (Autoimmune polyendocrinopathy candidiasis ectodermal dystrophy protein) (APECED protein),Itself; Q9UER7; P68431; P16333; P78527,Homo sapiens (Human),"57,727",
Q96IF1,reviewed,LIM domain-containing protein ajuba,Q8NEC5; Q02930-3; O95363; Q9NRM7; Q8TCE9; Q13526; P31947; O95863; Q9BXF9; Q01664; Q99816; Q96KM6; Q9H0D2,Homo sapiens (Human),"56,934",
P00568,reviewed,Adenylate kinase isoenzyme 1 (AK 1) (EC 2.7.4.3) (EC 2.7.4.6) (ATP-AMP transphosphorylase 1) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase) (Myokinase),,Homo sapiens (Human),"21,635",2.7.4.3; 2.7.4.6
Q12802,reviewed,A-kinase anchor protein 13 (AKAP-13) (AKAP-Lbc) (Breast cancer nuclear receptor-binding auxiliary protein) (Guanine nucleotide exchange factor Lbc) (Human thyroid-anchoring protein 31) (Lymphoid blast crisis oncogene) (LBC oncogene) (Non-oncogenic Rho GTPase-specific GTP exchange factor) (Protein kinase A-anchoring protein 13) (PRKA13) (p47),P03372; Q9H492; P21980; P63104,Homo sapiens (Human),"307,550",
P14550,reviewed,Aldo-keto reductase family 1 member A1 (EC 1.1.1.2) (EC 1.1.1.372) (EC 1.1.1.54) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (EC 1.1.1.19) (Glucuronolactone reductase) (EC 1.1.1.20),P42858; Q9NYB0; O76024,Homo sapiens (Human),"36,573",1.1.1.2; 1.1.1.372; 1.1.1.54; 1.1.1.19; 1.1.1.20
P15121,reviewed,Aldo-keto reductase family 1 member B1 (EC 1.1.1.300) (EC 1.1.1.372) (EC 1.1.1.54) (Aldehyde reductase) (Aldose reductase) (AR) (EC 1.1.1.21),Q9BUY7,Homo sapiens (Human),"35,853",1.1.1.300; 1.1.1.372; 1.1.1.54; 1.1.1.21
O60218,reviewed,Aldo-keto reductase family 1 member B10 (EC 1.1.1.300) (EC 1.1.1.54) (ARL-1) (Aldose reductase-like) (Aldose reductase-related protein) (ARP) (hARP) (Small intestine reductase) (SI reductase),Q13085; Q9NYB0,Homo sapiens (Human),"36,020",1.1.1.300; 1.1.1.54
Q04828,reviewed,Aldo-keto reductase family 1 member C1 (EC 1.1.1.-) (EC 1.1.1.112) (EC 1.1.1.209) (EC 1.1.1.210) (EC 1.1.1.357) (EC 1.1.1.51) (EC 1.1.1.53) (EC 1.1.1.62) (EC 1.3.1.20) (20-alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (EC 1.1.1.149) (Chlordecone reductase homolog HAKRC) (Dihydrodiol dehydrogenase 1) (DD1) (High-affinity hepatic bile acid-binding protein) (HBAB),P26045; Q7Z699,Homo sapiens (Human),"36,788",1.1.1.-; 1.1.1.112; 1.1.1.209; 1.1.1.210; 1.1.1.357; 1.1.1.51; 1.1.1.53; 1.1.1.62; 1.3.1.20; 1.1.1.149
P52895,reviewed,Aldo-keto reductase family 1 member C2 (EC 1.-.-.-) (EC 1.1.1.112) (EC 1.1.1.209) (EC 1.1.1.53) (EC 1.1.1.62) (EC 1.3.1.20) (3-alpha-HSD3) (Chlordecone reductase homolog HAKRD) (Dihydrodiol dehydrogenase 2) (DD-2) (DD2) (Dihydrodiol dehydrogenase/bile acid-binding protein) (DD/BABP) (Type III 3-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.357),,Homo sapiens (Human),"36,735",1.-.-.-; 1.1.1.112; 1.1.1.209; 1.1.1.53; 1.1.1.62; 1.3.1.20; 1.1.1.357
P42330,reviewed,"Aldo-keto reductase family 1 member C3 (EC 1.1.1.-) (EC 1.1.1.210) (EC 1.1.1.53) (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase type 5) (17-beta-HSD 5) (3-alpha-HSD type II, brain) (3-alpha-hydroxysteroid dehydrogenase type 2) (3-alpha-HSD type 2) (EC 1.1.1.357) (Chlordecone reductase homolog HAKRb) (Dihydrodiol dehydrogenase 3) (DD-3) (DD3) (Dihydrodiol dehydrogenase type I) (HA1753) (Prostaglandin F synthase) (PGFS) (EC 1.1.1.188) (Testosterone 17-beta-dehydrogenase 5) (EC 1.1.1.239) (EC 1.1.1.64)",,Homo sapiens (Human),"36,853",1.1.1.-; 1.1.1.210; 1.1.1.53; 1.1.1.62; 1.1.1.357; 1.1.1.188; 1.1.1.239; 1.1.1.64
P17516,reviewed,Aldo-keto reductase family 1 member C4 (EC 1.1.1.-) (EC 1.1.1.209) (EC 1.1.1.210) (EC 1.1.1.51) (EC 1.1.1.53) (EC 1.1.1.62) (3-alpha-hydroxysteroid dehydrogenase type I) (3-alpha-HSD1) (EC 1.1.1.357) (3alpha-hydroxysteroid 3-dehydrogenase) (Chlordecone reductase) (CDR) (EC 1.1.1.225) (Dihydrodiol dehydrogenase 4) (DD-4) (DD4) (HAKRA),,Homo sapiens (Human),"37,067",1.1.1.-; 1.1.1.209; 1.1.1.210; 1.1.1.51; 1.1.1.53; 1.1.1.62; 1.1.1.357; 1.1.1.225
P51857,reviewed,Aldo-keto reductase family 1 member D1 (EC 1.3.1.3) (3-oxo-5-beta-steroid 4-dehydrogenase) (Delta(4)-3-ketosteroid 5-beta-reductase) (Delta(4)-3-oxosteroid 5-beta-reductase),,Homo sapiens (Human),"37,377",1.3.1.3
Q96JD6,reviewed,"1,5-anhydro-D-fructose reductase (AF reductase) (EC 1.1.1.263) (Aldo-keto reductase family 1 member C-like protein 2) (Aldo-keto reductase family 1 member E2) (LoopADR) (Testis aldo-keto reductase) (htAKR) (Testis-specific protein) (hTSP)",,Homo sapiens (Human),"36,589",1.1.1.263
P31749,reviewed,RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha),Q6UY14-3; Itself; Q86V81; Q8IXJ9; P54253; O95999; Q9H0C5; Q9UQM7; P20248; Q16543; Q8TAP6; Q92793; Q15438; Q96D03; P26358; Q1W6H9; Q12778; O43524; P06241; P22466; P49841; Q96LI6-3; P08238; P42858; Q5S007; Q99683; P10636; Q00987; Q14696; P42345; Q9BZQ8; P04150; O15530; Q96S96; P19174; O60437; P62136; P67775; P30153; P17612; Q05513; A0A0C4DFM3; Q15047; Q96EB6; Q13043; Q9UNE7-1; P56279; Q9NYB0; Q5T1C6; Q92547; P53804; P10599; P08670; Q6GPH4; A0A024RC47; P29067; Q83730; P03165; Q15118-1,Homo sapiens (Human),"55,686",2.7.11.1
P31751,reviewed,RAC-beta serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-2) (Protein kinase B beta) (PKB beta) (RAC-PK-beta),P49841; P08238; Q6FHY5; Q9NRD5; Q04864-2; O60504; P53804; P08670; Q15118-1,Homo sapiens (Human),"55,769",2.7.11.1
Q9Y243,reviewed,RAC-gamma serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-3) (Protein kinase B gamma) (PKB gamma) (RAC-PK-gamma) (STK-2),P42574; Q16543; P53804,Homo sapiens (Human),"55,775",2.7.11.1
P13716,reviewed,Delta-aminolevulinic acid dehydratase (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase),,Homo sapiens (Human),"36,295",4.2.1.24
